brand,model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,os,processor,rating,release_month,year
Vivo,X100 Pro 645,1479.0,8.0,256.0,48.0,4000.0,6.6,33.0,Yes,Android,Tensor G4,3.8,November,2025.0
Apple,iPhone 16 Pro Max 541,817.0,16.0,64.0,12.0,6000.0,6.9,100.0,Yes,iOS,Snapdragon 7+ Gen 2,4.5,May,2025.0
Vivo,V30 574,510.0,16.0,1024.0,200.0,4500.0,6.0,18.0,No,Android,Snapdragon 6 Gen 1,4.6,August,2025.0
Google,Pixel 7a 626,188.0,16.0,512.0,48.0,5500.0,6.3,33.0,Yes,Android,Tensor G4,3.8,September,2025.0
OnePlus,OnePlus 13 360,1274.0,4.0,256.0,64.0,4000.0,5.8,120.0,No,Android,Snapdragon 8 Gen 3,4.2,December,2025.0
Infinix,Note 40 Pro 290,777.0,12.0,512.0,12.0,4500.0,5.8,44.0,Yes,Android,Dimensity 9300,3.8,July,2025.0
Samsung,ERR,540.0,16.0,512.0,283.656806290215,5000.0,5.6,44.0,No,Android,Tensor G4,3.5,January,2025.0
Apple,iPhone 16 Pro Max 814,1342.0,8.0,512.0,64.0,5500.0,7.2,120.0,No,iOS,Helio G99,4.4,November,2025.0
Google,Pixel 9 275,1406.0,16.0,1024.0,200.0,5000.0,7.0,100.0,No,Android,A18 Pro,3.8,May,2025.0
Vivo,X100 Pro 612,1009.0,6.0,256.0,50.0,5000.0,5.8,120.0,No,Android,Exynos 2400,4.8,January,2025.0
Google,ERR,1350.0,8.0,1024.0,,5500.0,6.3,18.0,Yes,Android,Exynos 2400,4.8,June,6318.3275799995545
Samsung,Galaxy Z Fold6 288,1209.0,8.0,512.0,12.0,4500.0,6.8,65.0,Yes,Android,Snapdragon 6 Gen 1,4.7,October,2025.0
OnePlus,OnePlus 12 398,1405.0,6.0,512.0,50.0,4000.0,,120.0,Yes,Android,Snapdragon 6 Gen 1,3.7,ERR,2025.0
Google,Pixel 9 860,134.0,12.0,64.0,48.0,4000.0,6.3,18.0,Yes,Android,Exynos 2400,3.8,August,2025.0
Samsung,Galaxy Z Fold6 135,443.0,6.0,512.0,48.0,5500.0,6.3,18.0,Yes,Android,Dimensity 9300,4.1,February,2025.0
Xiaomi,Poco X6 Pro 110,787.0,16.0,1024.0,64.0,4000.0,5.5,65.0,Yes,Android,Helio G99,3.8,January,2025.0
Realme,Narzo 70 537,1433.0,6.0,1024.0,64.0,4500.0,5.8,100.0,No,Android,A18 Pro,4.5,December,2025.0
OnePlus,Nord 4 664,279.0,4.0,256.0,12.0,6000.0,7.2,44.0,Yes,Android,Snapdragon 6 Gen 1,3.7,January,2025.0
Vivo,V30 287,307.0,8.0,256.0,48.0,6000.0,6.7,65.0,No,Android,A18 Pro,4.3,November,2025.0
Vivo,V30 125,1499.0,6.0,256.0,108.0,5000.0,,33.0,ERR,Android,A18 Pro,4.6,October,2025.0
Vivo,ERR,288.0,16.0,1702.3228501450362,50.0,6000.0,6.9,33.0,No,Android,ERR,3.8,July,2025.0
Xiaomi,Redmi Note 14 Pro 402,1381.0,26.712104792329228,256.0,200.0,5500.0,5.6,,No,Android,Dimensity 9300,5.0,May,2025.0
Vivo,V30 220,1384.0,32.297251583570414,,,4500.0,7.0,100.0,No,Android,Exynos 2400,3.8,September,2025.0
Google,ERR,204.0,6.0,64.0,48.0,5000.0,23.840517243592767,18.0,ERR,Android,Exynos 2400,4.3,November,2025.0
Vivo,V29e 885,804.0,4.0,512.0,64.0,5000.0,7.0,44.0,Yes,Android,Exynos 2400,4.2,January,2025.0
OnePlus,Nord CE 4 Lite 508,1462.0,6.0,128.0,12.0,5000.0,5.8,44.0,Yes,ERR,Snapdragon 7+ Gen 2,4.0,ERR,2025.0
Oppo,F27 Pro 79,930.0,8.0,1024.0,64.0,5000.0,6.3,44.0,No,Android,A18 Pro,4.6,September,2025.0
Samsung,Galaxy M55 323,573.0,4.0,1024.0,108.0,5500.0,5.6,120.0,Yes,Android,Dimensity 9300,5.0,March,2025.0
Oppo,Reno 11 66,391.0,4.0,256.0,200.0,6000.0,6.3,18.0,Yes,Android,Tensor G4,4.2,January,2025.0
Apple,iPhone 15 479,579.0,6.0,512.0,108.0,4000.0,6.1,120.0,Yes,iOS,A18 Pro,4.7,July,2025.0
Apple,iPhone 16 206,1302.0,6.0,512.0,64.0,5000.0,7.0,65.0,Yes,iOS,Dimensity 9300,3.9,November,2025.0
OnePlus,OnePlus 13 483,1269.0,4.0,64.0,64.0,6000.0,6.7,33.0,No,Android,Snapdragon 7+ Gen 2,3.5,February,2025.0
Samsung,Galaxy A75 154,356.0,16.0,1024.0,48.0,5000.0,6.4,100.0,Yes,Android,Exynos 2400,4.0,October,2025.0
ERR,iPhone 16 Pro Max 605,790.0,12.0,256.0,50.0,4000.0,6.5,18.0,Yes,iOS,A18 Pro,,June,
OnePlus,Nord CE 4 Lite 797,1300.0,12.0,1024.0,108.0,4500.0,6.6,,Yes,Android,ERR,3.6,ERR,2025.0
Oppo,Reno 12 645,118.0,6.0,1024.0,12.0,5500.0,6.6,65.0,Yes,Android,Snapdragon 6 Gen 1,4.5,January,2025.0
OnePlus,OnePlus 13R 59,721.0,6.0,256.0,12.0,4000.0,6.8,120.0,Yes,Android,Snapdragon 6 Gen 1,4.1,April,2025.0
Xiaomi,Mi 13 Ultra 157,1008.0,16.0,64.0,64.0,5000.0,5.9,33.0,No,Android,Snapdragon 8 Gen 3,4.2,March,2025.0
Xiaomi,Mi 14 499,952.0,12.0,128.0,200.0,5500.0,5.7,44.0,No,Android,A18 Pro,4.0,August,2025.0
ERR,Mi 13 Ultra 587,167.0,4.0,128.0,408.08634161598906,4000.0,,18.0,No,Android,Helio G99,3.9,May,2025.0
OnePlus,OnePlus 12 428,1461.0,4.0,128.0,64.0,5000.0,5.8,18.0,No,Android,Exynos 2400,3.6,February,2025.0
OnePlus,OnePlus 13 348,648.0,8.0,1024.0,200.0,4500.0,6.0,120.0,Yes,Android,Dimensity 9300,4.9,November,2025.0
Google,Pixel Fold 2 686,1100.0,16.0,128.0,50.0,5000.0,7.1,120.0,Yes,Android,Dimensity 9300,4.0,March,2025.0
Samsung,Galaxy A75 574,1138.0,6.0,512.0,64.0,,6.1,215.41755532625578,Yes,ERR,Exynos 2400,4.9,September,2025.0
Oppo,Reno 12 147,1301.0,6.0,128.0,200.0,5500.0,6.7,44.0,No,Android,Snapdragon 6 Gen 1,4.0,August,2025.0
Vivo,Y100A 555,1011.0,4.0,64.0,64.0,6000.0,6.8,33.0,Yes,ERR,Dimensity 9300,3.5,ERR,2025.0
Apple,iPhone 16 778,479.0,6.0,1413.0256757586799,50.0,4000.0,14.055102522479515,44.0,No,iOS,Snapdragon 6 Gen 1,4.3,ERR,2025.0
Realme,ERR,1154.0,44.373984915819456,512.0,200.0,6000.0,5.9,44.0,Yes,Android,Snapdragon 6 Gen 1,4.2,July,2025.0
Xiaomi,Mi 14 983,978.0,4.0,512.0,108.0,5500.0,6.1,44.0,No,Android,Snapdragon 7+ Gen 2,3.6,November,2025.0
Infinix,ERR,529.0,12.0,1981.834089173187,50.0,4500.0,25.971435212337415,120.0,No,Android,Snapdragon 7+ Gen 2,3.6,August,2025.0
OnePlus,ERR,2550.417118569635,8.0,128.0,48.0,6000.0,5.8,65.0,Yes,Android,Helio G99,12.613988359552827,April,2025.0
OnePlus,OnePlus 13 149,679.0,6.0,128.0,64.0,5500.0,6.3,120.0,No,Android,Exynos 2400,3.6,February,2025.0
Xiaomi,Poco X6 Pro 966,1374.0,,1024.0,108.0,5000.0,5.9,44.0,Yes,Android,Dimensity 9300,3.6,March,7776.661704974756
Infinix,Note 40 Pro 711,1186.0,8.0,128.0,200.0,5000.0,7.2,120.0,Yes,Android,Exynos 2400,4.3,August,2025.0
Infinix,Smart 8 800,885.0,16.0,64.0,48.0,4000.0,7.2,18.0,Yes,Android,Snapdragon 7+ Gen 2,4.4,December,2025.0
Samsung,Galaxy Z Fold6 820,661.0,6.0,256.0,50.0,5000.0,6.1,120.0,No,Android,Snapdragon 8 Gen 3,4.1,October,2025.0
OnePlus,Nord CE 4 Lite 501,1302.0,8.0,512.0,200.0,4000.0,6.6,100.0,Yes,Android,Snapdragon 7+ Gen 2,4.5,August,2025.0
Samsung,Galaxy A75 186,645.0,6.0,64.0,12.0,4000.0,6.8,44.0,No,Android,Snapdragon 6 Gen 1,4.8,October,2025.0
Infinix,Zero 30 125,465.0,12.0,128.0,50.0,5000.0,6.5,18.0,Yes,Android,Exynos 2400,3.9,February,2025.0
Xiaomi,Redmi Note 14 Pro 177,648.0,16.0,1024.0,108.0,25268.69595040321,6.4,33.0,Yes,Android,Exynos 2400,,February,2025.0
Samsung,Galaxy A75 612,2959.5625211036213,8.0,256.0,50.0,5000.0,6.2,33.0,No,ERR,Snapdragon 6 Gen 1,4.5,December,2025.0
Realme,C65 725,410.0,8.0,64.0,12.0,5500.0,5.9,18.0,No,Android,Exynos 2400,4.7,August,2025.0
Google,Pixel 9 284,604.0,4.0,64.0,12.0,5500.0,7.1,33.0,No,Android,A18 Pro,3.5,March,2025.0
Apple,iPhone 15 557,1316.0,6.0,512.0,12.0,4000.0,6.6,44.0,Yes,iOS,Exynos 2400,4.0,July,2025.0
OnePlus,OnePlus 12 621,1425.0,4.0,1024.0,108.0,4500.0,6.5,18.0,No,Android,Tensor G4,3.7,September,2025.0
Xiaomi,Poco F6 895,112.0,12.0,64.0,50.0,6000.0,6.0,120.0,No,Android,Snapdragon 6 Gen 1,3.7,September,2025.0
Realme,Narzo 70 954,1111.0,6.0,256.0,108.0,5500.0,6.4,65.0,Yes,Android,Dimensity 9300,3.6,September,2025.0
Infinix,Smart 8 220,1221.0,12.0,512.0,12.0,5500.0,5.9,120.0,Yes,Android,Snapdragon 8 Gen 3,5.0,August,2025.0
Realme,Narzo 70 580,292.0,6.0,64.0,48.0,5000.0,6.1,100.0,ERR,Android,ERR,4.2,ERR,2025.0
Google,Pixel 9 Pro 260,788.0,4.0,128.0,108.0,6000.0,5.8,65.0,Yes,Android,Tensor G4,3.6,February,2025.0
Xiaomi,Mi 13 Ultra 225,1067.0,12.0,512.0,50.0,5000.0,7.0,100.0,No,Android,Snapdragon 7+ Gen 2,4.0,June,2025.0
Oppo,A98 206,1249.0,16.0,1024.0,108.0,6000.0,6.1,120.0,Yes,Android,Helio G99,4.4,August,2025.0
Apple,iPhone 16 Pro Max 437,918.0,8.0,1024.0,193.84354660555914,4500.0,6.7,120.0,ERR,ERR,Dimensity 9300,4.3,October,2025.0
OnePlus,OnePlus 13 143,523.0,12.0,512.0,50.0,6000.0,6.9,100.0,Yes,Android,Helio G99,4.4,November,2025.0
Realme,Narzo 70 23,1078.0,16.0,128.0,64.0,4500.0,6.6,65.0,Yes,Android,Snapdragon 6 Gen 1,3.9,March,2025.0
Vivo,X100 Pro 979,857.0,12.0,64.0,64.0,5000.0,7.0,120.0,No,Android,Exynos 2400,5.0,September,2025.0
Vivo,V29e 990,1118.0,6.0,64.0,200.0,4000.0,5.6,65.0,No,Android,Tensor G4,4.3,June,2025.0
Oppo,Reno 12 161,1124.0,12.0,128.0,200.0,5000.0,6.7,100.0,Yes,Android,Helio G99,4.7,November,2025.0
Apple,iPhone 14 434,1127.0,12.0,64.0,108.0,5000.0,5.9,44.0,No,iOS,Dimensity 9300,4.4,April,2025.0
Google,Pixel Fold 2 987,883.0,4.0,64.0,12.0,6000.0,6.1,44.0,No,Android,Dimensity 9300,4.4,July,2025.0
Samsung,Galaxy Z Fold6 736,391.0,4.0,1024.0,64.0,5000.0,6.9,120.0,No,Android,Snapdragon 8 Gen 3,3.7,December,2025.0
Apple,iPhone 15 551,1286.0,16.0,256.0,64.0,6000.0,6.4,18.0,No,iOS,Exynos 2400,4.5,March,2025.0
Vivo,V30 326,,4.0,256.0,50.0,6000.0,6.7,65.0,No,Android,ERR,3.6,July,2025.0
Google,Pixel 9 256,825.0,12.0,64.0,12.0,4500.0,6.3,18.0,No,Android,Exynos 2400,3.9,December,2025.0
Realme,C65 395,246.0,12.0,512.0,200.0,6000.0,6.1,18.0,No,Android,Helio G99,3.9,April,2025.0
Infinix,Zero 30 132,646.0,16.0,128.0,64.0,6000.0,6.5,100.0,Yes,Android,Helio G99,4.4,November,2025.0
OnePlus,OnePlus 13R 328,609.0,8.0,64.0,108.0,6000.0,6.2,44.0,No,Android,Snapdragon 7+ Gen 2,5.0,February,2025.0
Infinix,Smart 8 910,515.0,6.0,256.0,64.0,6000.0,5.9,33.0,Yes,Android,Snapdragon 8 Gen 3,3.6,June,2025.0
Xiaomi,Poco F6 251,1150.0,,512.0,48.0,5500.0,6.5,44.0,ERR,Android,Snapdragon 8 Gen 3,4.2,ERR,2025.0
Oppo,Reno 12 692,718.0,,64.0,64.0,6000.0,5.6,44.0,Yes,Android,Dimensity 9300,13.707849606448313,December,2025.0
ERR,Mi 14 946,670.0,,,48.0,5500.0,5.7,33.0,Yes,Android,Dimensity 9300,4.9,March,2025.0
Oppo,Find X7 383,,,512.0,108.0,12810.202199163396,6.0,18.0,Yes,Android,Exynos 2400,4.1,January,2025.0
OnePlus,OnePlus 13 209,135.0,8.0,128.0,48.0,4000.0,6.9,18.0,No,Android,Snapdragon 8 Gen 3,3.9,July,2025.0
Realme,Narzo 70 415,1385.0,4.0,64.0,64.0,5000.0,6.8,100.0,Yes,Android,Snapdragon 7+ Gen 2,4.9,August,2025.0
Google,Pixel Fold 2 264,316.0,8.0,1024.0,64.0,6000.0,6.4,44.0,Yes,Android,A18 Pro,4.9,May,2025.0
Samsung,Galaxy A75 416,304.0,6.0,256.0,108.0,4500.0,6.9,33.0,Yes,Android,Snapdragon 6 Gen 1,5.0,July,2025.0
Google,Pixel 9 Pro 529,890.0,16.0,512.0,108.0,5000.0,6.2,33.0,Yes,Android,Exynos 2400,4.9,April,2025.0
OnePlus,OnePlus 13R 119,845.0,12.0,256.0,64.0,4000.0,6.7,65.0,No,Android,Helio G99,3.7,June,2025.0
Google,Pixel 7a 437,429.0,16.0,1024.0,200.0,4000.0,5.8,44.0,No,Android,Helio G99,3.7,October,2025.0
Xiaomi,Poco F6 937,835.0,12.0,256.0,48.0,4000.0,7.0,100.0,Yes,Android,Snapdragon 8 Gen 3,4.2,June,2025.0
Samsung,Galaxy M55 406,886.0,16.0,256.0,64.0,6000.0,7.1,44.0,No,Android,Snapdragon 8 Gen 3,4.8,June,2025.0
OnePlus,Nord 4 438,270.0,8.0,1024.0,64.0,5000.0,5.7,100.0,No,Android,Dimensity 9300,4.8,July,2025.0
Xiaomi,Redmi Note 14 Pro 872,247.0,8.0,,64.0,5500.0,6.2,120.0,ERR,Android,Tensor G4,4.3,ERR,2025.0
Oppo,A98 972,1348.0,16.0,128.0,12.0,5500.0,6.1,33.0,Yes,Android,Snapdragon 7+ Gen 2,3.5,February,2025.0
Infinix,GT 20 Pro 727,1116.0,12.0,64.0,200.0,5000.0,7.1,33.0,No,Android,Dimensity 9300,4.8,March,2025.0
Oppo,A98 853,1004.0,6.0,512.0,12.0,4500.0,6.0,65.0,No,Android,Exynos 2400,4.6,February,2025.0
Infinix,Smart 8 842,689.0,16.0,128.0,64.0,6000.0,5.6,44.0,ERR,Android,Dimensity 9300,,August,2025.0
Infinix,Smart 8 808,3306.648819893975,,256.0,12.0,4500.0,6.6,310.11422186364877,Yes,Android,Tensor G4,4.0,June,2025.0
Google,Pixel 7a 323,1068.0,16.0,64.0,48.0,5500.0,6.5,33.0,Yes,Android,Helio G99,4.0,October,2025.0
Vivo,X100 Pro 296,271.0,8.0,128.0,108.0,6000.0,6.9,65.0,Yes,Android,Tensor G4,4.2,August,2025.0
Xiaomi,Redmi Note 14 Pro 291,560.0,6.0,1024.0,50.0,6000.0,6.9,33.0,No,Android,Tensor G4,3.8,April,2025.0
Apple,iPhone 16 Pro 121,731.0,16.0,64.0,64.0,5500.0,6.8,100.0,No,iOS,Exynos 2400,4.6,May,2025.0
Oppo,Reno 12 338,1083.0,4.0,128.0,50.0,4000.0,5.7,18.0,Yes,Android,Helio G99,4.4,January,2025.0
Infinix,Note 40 Pro 443,1292.0,6.0,64.0,108.0,5000.0,6.6,120.0,Yes,Android,Tensor G4,4.1,December,2025.0
Vivo,Y200 619,231.0,16.0,1024.0,48.0,5000.0,5.9,100.0,No,Android,Snapdragon 7+ Gen 2,4.1,January,2025.0
Samsung,Galaxy S24 591,1045.0,12.0,256.0,48.0,4500.0,5.5,33.0,Yes,ERR,Dimensity 9300,4.0,ERR,2025.0
Samsung,Galaxy A75 788,986.0,16.0,64.0,108.0,4000.0,5.9,33.0,No,Android,ERR,3.9,ERR,9541.68673651744
Vivo,V29e 299,1267.0,21.09956194896367,512.0,108.0,5000.0,6.7,18.0,No,Android,ERR,4.7,September,2025.0
Oppo,F27 Pro 353,135.0,8.0,256.0,50.0,5500.0,6.7,44.0,No,Android,Tensor G4,4.2,July,2025.0
Infinix,ERR,724.0,16.0,256.0,50.0,4000.0,7.1,44.0,No,Android,ERR,3.9,June,2025.0
Vivo,V29e 883,344.0,12.0,1024.0,108.0,4500.0,7.2,33.0,Yes,Android,Tensor G4,3.7,December,2025.0
Infinix,Hot 40 460,1367.0,16.0,64.0,12.0,4000.0,5.9,120.0,No,Android,Snapdragon 6 Gen 1,4.1,September,2025.0
Apple,iPhone 14 260,275.0,16.0,256.0,12.0,14541.317268221495,7.1,18.0,No,ERR,Helio G99,4.1,July,2025.0
Xiaomi,Poco X6 Pro 832,1140.0,16.0,1024.0,,,6.6,120.0,Yes,Android,Snapdragon 8 Gen 3,4.1,April,2025.0
Oppo,ERR,410.0,8.0,1024.0,64.0,5000.0,6.7,18.0,Yes,Android,Exynos 2400,4.3,ERR,2025.0
OnePlus,Nord CE 4 Lite 973,1375.0,4.0,256.0,200.0,6000.0,7.0,248.3202753281483,No,ERR,Helio G99,4.6,February,2025.0
Google,Pixel 9 577,1149.0,16.0,1024.0,48.0,4000.0,5.9,44.0,Yes,Android,Snapdragon 8 Gen 3,4.5,May,2025.0
ERR,Galaxy A75 860,1360.0,16.0,1024.0,48.0,5500.0,14.951219753273529,44.0,Yes,Android,Snapdragon 6 Gen 1,4.4,October,2025.0
Infinix,GT 20 Pro 9,189.0,12.0,1024.0,48.0,4500.0,6.5,33.0,Yes,Android,Snapdragon 8 Gen 3,3.8,October,2025.0
Google,Pixel 9 603,607.0,12.0,64.0,200.0,4500.0,7.1,44.0,No,Android,Dimensity 9300,4.4,January,2025.0
OnePlus,Nord CE 4 Lite 458,440.0,,512.0,,5000.0,5.6,44.0,No,Android,Tensor G4,4.3,June,2025.0
Vivo,X100 Pro 840,732.0,6.0,64.0,50.0,6000.0,7.1,65.0,Yes,Android,Dimensity 9300,4.9,August,2025.0
Infinix,Note 40 Pro 855,508.0,6.0,64.0,108.0,6000.0,5.9,33.0,No,Android,Snapdragon 7+ Gen 2,4.4,September,2025.0
OnePlus,OnePlus 12 326,163.0,16.0,256.0,200.0,6000.0,6.2,33.0,Yes,Android,Dimensity 9300,4.1,October,2025.0
Infinix,Zero 30 376,413.0,8.0,64.0,48.0,4500.0,6.5,33.0,Yes,Android,Exynos 2400,3.6,June,2025.0
Google,Pixel 8 692,789.0,16.0,512.0,12.0,5000.0,5.9,44.0,Yes,Android,Snapdragon 8 Gen 3,4.1,September,2025.0
Vivo,Y100A 116,181.0,12.0,512.0,108.0,4000.0,6.7,120.0,Yes,Android,A18 Pro,3.9,February,2025.0
Samsung,Galaxy S24 567,2629.3994021470558,4.0,1024.0,64.0,5000.0,5.6,,No,Android,Dimensity 9300,9.344307573808853,February,2025.0
OnePlus,OnePlus 13R 465,1356.0,16.0,256.0,64.0,6000.0,7.0,44.0,No,Android,Snapdragon 7+ Gen 2,3.8,August,2025.0
Realme,GT 7 Pro 771,1741.5990339633527,16.0,256.0,200.0,5000.0,6.1,33.0,ERR,Android,Snapdragon 6 Gen 1,4.0,ERR,2025.0
Realme,GT Neo 6 451,957.0,32.20275604333753,64.0,200.0,5500.0,7.0,33.0,ERR,Android,Exynos 2400,4.0,May,9992.296665528682
Samsung,Galaxy A75 963,1171.0,12.0,256.0,64.0,5500.0,5.6,120.0,No,ERR,Dimensity 9300,3.9,April,6954.529401229122
Apple,iPhone 16 Pro 19,442.0,6.0,256.0,108.0,5500.0,5.8,33.0,No,iOS,Tensor G4,4.9,April,2025.0
Vivo,V29e 165,1235.0,12.0,64.0,108.0,6000.0,7.1,33.0,Yes,Android,Snapdragon 8 Gen 3,3.6,December,2025.0
Samsung,Galaxy S24 981,355.0,8.0,512.0,200.0,4000.0,6.4,33.0,No,Android,Snapdragon 7+ Gen 2,3.6,February,2025.0
ERR,Reno 12 350,118.0,6.0,512.0,108.0,24242.819932177885,5.5,120.0,No,Android,ERR,5.0,August,2025.0
OnePlus,OnePlus 13R 635,147.0,6.0,1024.0,200.0,4500.0,6.5,120.0,Yes,Android,Tensor G4,4.4,June,2025.0
Infinix,Hot 40 838,1111.0,4.0,128.0,64.0,4500.0,6.3,33.0,ERR,Android,Helio G99,20.25366211309566,May,
Xiaomi,Mi 14 163,1039.0,8.0,256.0,236.70169075293435,6000.0,6.0,18.0,Yes,Android,ERR,4.6,December,2025.0
OnePlus,OnePlus 12 46,610.0,8.0,512.0,48.0,4500.0,5.6,18.0,Yes,Android,Dimensity 9300,3.9,October,2025.0
Apple,iPhone 16 Pro 356,259.0,12.0,1024.0,64.0,5500.0,5.6,44.0,Yes,iOS,Dimensity 9300,4.4,June,2025.0
Google,Pixel 7a 477,528.0,12.0,256.0,64.0,5000.0,6.8,33.0,Yes,Android,Dimensity 9300,3.9,March,2025.0
Samsung,Galaxy S24 Ultra 883,769.0,16.0,512.0,200.0,5500.0,6.7,100.0,No,Android,Tensor G4,4.2,January,2025.0
Xiaomi,Mi 14 806,1399.0,6.0,128.0,50.0,4500.0,5.9,120.0,Yes,Android,Snapdragon 6 Gen 1,4.9,July,2025.0
Apple,iPhone 16 Pro 225,1441.0,16.0,128.0,200.0,4000.0,7.0,65.0,No,iOS,Snapdragon 8 Gen 3,4.4,October,2025.0
Oppo,Reno 12 524,1432.0,8.0,1024.0,50.0,5000.0,6.3,18.0,No,Android,Exynos 2400,3.7,June,2025.0
Vivo,Y200 242,128.0,4.0,512.0,48.0,5000.0,5.6,18.0,Yes,Android,Helio G99,3.8,August,2025.0
Realme,Narzo 70 24,1106.0,16.0,64.0,200.0,5500.0,6.1,44.0,No,Android,Tensor G4,4.8,June,2025.0
ERR,Pixel Fold 2 221,662.0,12.0,128.0,64.0,4500.0,6.6,120.0,Yes,Android,Dimensity 9300,3.9,September,6093.431850575753
Oppo,A98 49,3495.40657879819,12.0,1024.0,,6000.0,6.7,100.0,No,Android,Snapdragon 7+ Gen 2,21.308812751013132,July,2025.0
Realme,11 Pro+ 950,1003.0,6.0,64.0,12.0,5500.0,6.1,65.0,Yes,Android,Helio G99,4.0,March,2025.0
Realme,GT 7 Pro 549,1154.0,12.0,1024.0,64.0,6000.0,14.755369534840622,256.3435157590815,Yes,Android,Tensor G4,,September,2025.0
Google,Pixel 7a 974,515.0,8.0,1024.0,12.0,4000.0,6.0,18.0,No,Android,A18 Pro,3.6,July,2025.0
Oppo,A98 391,627.0,6.0,512.0,64.0,4000.0,5.6,18.0,No,Android,Dimensity 9300,4.1,August,2025.0
ERR,Poco X6 Pro 289,450.0,,1024.0,50.0,5000.0,6.6,44.0,Yes,Android,ERR,4.3,June,2025.0
Google,Pixel 7a 412,1107.0,8.0,256.0,108.0,15244.644708191145,13.106493008860383,65.0,Yes,Android,Snapdragon 6 Gen 1,4.0,November,2025.0
Vivo,X100 Pro 880,1160.0,8.0,256.0,200.0,5000.0,5.5,44.0,No,Android,A18 Pro,5.0,February,2025.0
Vivo,X100 Pro 978,818.0,8.0,256.0,64.0,5000.0,5.9,18.0,No,Android,Snapdragon 7+ Gen 2,4.3,April,2025.0
Xiaomi,Redmi Note 14 Pro 380,152.0,4.0,1024.0,12.0,4500.0,6.2,18.0,Yes,Android,Helio G99,3.9,May,2025.0
Vivo,ERR,1161.0,6.0,1024.0,50.0,6000.0,6.7,65.0,ERR,Android,A18 Pro,3.9,May,2025.0
ERR,11 Pro+ 720,423.0,,256.0,48.0,4000.0,6.5,44.0,Yes,ERR,Snapdragon 6 Gen 1,4.6,June,2025.0
Oppo,ERR,1131.0,8.0,1024.0,200.0,5500.0,6.6,65.0,Yes,Android,Snapdragon 7+ Gen 2,4.0,ERR,2025.0
Google,Pixel 9 485,718.0,4.0,64.0,50.0,4000.0,7.1,100.0,No,Android,Dimensity 9300,4.5,September,2025.0
Xiaomi,ERR,1765.0876071222933,16.0,128.0,48.0,4000.0,6.8,120.0,ERR,Android,Helio G99,4.3,September,2025.0
Oppo,F27 Pro 368,717.0,4.0,256.0,64.0,4000.0,6.0,65.0,Yes,Android,Snapdragon 6 Gen 1,3.9,June,2025.0
OnePlus,Nord CE 4 Lite 367,727.0,6.0,1024.0,108.0,4500.0,6.3,100.0,Yes,Android,Helio G99,3.9,October,2025.0
Samsung,Galaxy Z Fold6 193,656.0,8.0,64.0,108.0,5000.0,5.7,33.0,No,Android,Tensor G4,4.0,February,2025.0
Xiaomi,Poco X6 Pro 71,633.0,4.0,64.0,200.0,5000.0,7.1,100.0,No,Android,Dimensity 9300,3.9,April,2025.0
Samsung,Galaxy S24 24,894.0,12.0,128.0,48.0,5500.0,6.9,100.0,No,Android,A18 Pro,4.8,September,2025.0
Vivo,X100 Pro 206,246.0,16.0,128.0,50.0,4000.0,5.9,100.0,No,Android,Helio G99,4.4,March,2025.0
Infinix,Hot 40 854,768.0,12.0,1024.0,12.0,4500.0,6.2,44.0,Yes,Android,Snapdragon 6 Gen 1,4.2,May,2025.0
Realme,11 Pro+ 671,437.0,8.0,256.0,50.0,4000.0,6.9,33.0,Yes,Android,A18 Pro,4.7,November,2025.0
OnePlus,Nord CE 4 Lite 296,429.0,4.0,1591.286179314471,48.0,4000.0,5.9,100.0,No,ERR,Dimensity 9300,11.123832356071901,December,2025.0
Vivo,X100 Pro 409,1069.0,6.0,1024.0,50.0,5500.0,6.7,44.0,Yes,Android,Snapdragon 8 Gen 3,4.5,January,2025.0
Google,Pixel 7a 275,799.0,12.0,512.0,108.0,5500.0,7.0,120.0,No,Android,Dimensity 9300,4.9,April,2025.0
Apple,iPhone 16 Pro Max 533,1467.0,8.0,1024.0,64.0,5500.0,6.8,65.0,Yes,iOS,Dimensity 9300,3.7,July,2025.0
Realme,C65 602,1211.0,6.0,64.0,50.0,,6.2,18.0,ERR,ERR,Helio G99,5.0,September,2025.0
Apple,iPhone 16 Pro 99,993.0,4.0,128.0,64.0,5000.0,5.8,65.0,Yes,iOS,Dimensity 9300,4.6,September,2025.0
Vivo,X100 Pro 47,1455.0,16.0,512.0,108.0,5000.0,5.9,100.0,No,Android,Dimensity 9300,4.7,July,2025.0
Xiaomi,Poco X6 Pro 526,471.0,8.0,1024.0,50.0,5500.0,7.1,18.0,Yes,Android,Snapdragon 6 Gen 1,3.6,August,2025.0
Realme,GT Neo 6 598,221.0,8.0,64.0,50.0,5500.0,5.5,44.0,Yes,Android,Tensor G4,4.4,December,2025.0
Oppo,Reno 12 666,435.0,12.0,1024.0,48.0,4000.0,5.9,33.0,No,Android,Tensor G4,3.7,January,2025.0
Apple,iPhone 14 59,1386.0,8.0,256.0,200.0,4000.0,5.6,65.0,Yes,iOS,Helio G99,3.9,September,2025.0
Vivo,Y200 640,674.0,8.0,128.0,48.0,4000.0,5.7,18.0,No,Android,Tensor G4,4.5,August,2025.0
Vivo,V30 843,389.0,16.0,512.0,200.0,4500.0,6.2,44.0,No,Android,Snapdragon 8 Gen 3,4.8,May,2025.0
